Review,Sentiment
Great cut and color … perfect for our fall preteen,positive
Perfect  for what I needed,positive
Loved,positive
"My child will actually wear them, which is saying a lot!",positive
Too big. Not my idea if what jeans feel like.,negative
"The pants are exactly what was advertised online...  The pants feel like a strong but very light fabric that feels great to wear on a casual day at work, fun with friends and also the pants would be a great match with a nice old Navy button up to go on a first/any date...",positive
Legs are super wide. Look weird,negative
Amazing fit,positive
Amazing fits perfect,positive
For my son and he loves them,positive
Extremely satisfied,positive
"Stretch is better..in ALL Jean's, at least a little bit. They had no give. Took them back.",positive
Sorry we returned this item as we picked the wrong size but they did seem like really nice jeans.,negative
Comfortable and well fitting!,positive
He likes them,positive
Very comfortable.  Don't even think that brand name or expensive jeans will beat these jeans.  I love the way it fits me just right and don't even breaking anymore bank.  Highly recommended.,mixed
"I got these at a great price, but you would never realize they were on sale based on the quality of the product. These jeans are solid and look and feel great",positive
Like,positive
These jeans are my son's favorite and has been for years - I always get him a new pair for Christmas!,positive
My husband love these jeans!,positive
What is from her boyfriend he like them but the pockets for a bit small,neutral
These jeans are made so small and narrow even in the Big Guy size which is really disappointing as I was so looking forward to wearing them.,negative
Beautiful jeans,positive
These jeans are pretty good quality!,positive
"My husband is 6'4"" and 230 pounds and these are midrise on him. They are loose and great for work but don't have any stretch. Because of this I recommend size up in the waist. Length is great.",mixed
AMAZING fit as always! Love it!,positive
These jeans fit great!!,positive
Like,positive
These jeans are my son's favorite and has been for years - I always get him a new pair for Christmas!,positive
My husband love these jeans!,positive
What is from her boyfriend he like them but the pockets for a bit small,neutral
These jeans are made so small and narrow even in the Big Guy size which is really disappointing as I was so looking forward to wearing them.,negative
Beautiful jeans,positive
These jeans are pretty good quality!,positive
"My husband is 6'4"" and 230 pounds and these are midrise on him. They are loose and great for work but don't have any stretch. Because of this I recommend size up in the waist. Length is great.",mixed
AMAZING fit as always! Love it!,positive
These jeans fit great!!,positive
"I cannot find any other brand of jeans that is classy, stylish and for a great price. I'm a dad of 4, so any deal helps! Thanks Old Navy.",positive
"A little more acid wash looking than I thought, otherwise great.",positive
"Perfect fit, right amount of room",positive
For a grandson. Loved them,positive
Fit great,positive
Bought all my husband's jean here so looks like likes it,positive
Nice fit!,positive
Pants fit peefectly,neutral
Comfortable,positive
"Big fan of the boot cut built in flex Jeans, the sizing does tend to be slightly different from pair to pair but they always fit and they're comfortable.",positive
Very soft and comfortable pants.  The color is lighter than expected but still a nice shade of gray.  Sizing seems to be accurate and washing them didn't shrink them or anything.  Material may be a little bit thin so not sure how long they will hold up.,mixed
"Snugger fit, long enough.",neutral
"Returned these - thought there was ""give"" in the waistband, but not enough...",negative
Bought for my teenage son. He absolutely loves them.,positive
Nice fit  Thin fabric,positive
"Comfortable & soft, great fit",positive
Love them super comfortable!,positive
Got this because it was on sale!!,positive
Great fit and great quality,positive
"nice fit, essential element for young mans wardrobe",positive
Got these for my son. They fit perfect! He loves them!,positive
"Comfortable, fit well. Really like the color",positive
"True to the size guide provided, best looking khakis I own",positive
"These pants are definitely pants, I put them on and it feels like I'm wearing pants",neutral
Fits good and I like them,positive
The pants perfectly fit my husband & quality of materials we're good.  We got them for a good price because of all the discounts & super cash rewards that we redeemed.  Thank you so much.  Looking forward for our next shopping.  More power.,positive
Excellent material and fit,positive
"Love the fit of the slim jeans, also has great voice of colors.",positive
Perfect fit my son is 6'4 150lbs,positive
Perfect fit and very comfortable,positive
"They were a bit to tight waiting for the next pair to get here. I went to store for refund, they wouldn't refund the delivery charge",negative
Love the fit and color! #sweepstakes,positive
Great pants…very comfortable! Wear to work pretty much everyday.,positive
Always a perfect fit. Can get a long length with narrow waist.,positive
Love the color,positive
Great fit and color,positive
"I wear this size in other old navy pants, but this didn't fit at all.",negative
Liked the quality and fast shipping,positive
Good fit,positive
My sons favorite pants!,positive
